config,retriever,prefix,item_name,n,informative_rate,none_rate,ambiguous_rate
L0_CORE,bm25,top5,NoInterest,219,0.2465753424657534,0.730593607305936,0.0228310502283105
L0_CORE,bm25,top5,Sleep,219,0.4794520547945205,0.4885844748858447,0.0319634703196347
L0_CORE,bm25,top5,Tired,219,0.3789954337899543,0.5707762557077626,0.0502283105022831
L0_CORE,hybrid_a25,budget,Appetite,219,0.0502283105022831,0.9452054794520548,0.0045662100456621
L0_CORE,hybrid_a25,budget,Concentrating,219,0.1598173515981735,0.7351598173515982,0.1050228310502283
L0_CORE,hybrid_a25,budget,Depressed,219,0.4520547945205479,0.4383561643835616,0.1095890410958904
L0_CORE,hybrid_a25,budget,Failure,219,0.4429223744292237,0.5114155251141552,0.045662100456621
L0_CORE,hybrid_a25,budget,Moving,219,0.1095890410958904,0.8584474885844748,0.0319634703196347
L0_CORE,hybrid_a25,budget,NoInterest,219,0.2785388127853881,0.6940639269406392,0.0273972602739726
L0_CORE,hybrid_a25,budget,Sleep,219,0.5114155251141552,0.4383561643835616,0.0502283105022831
L0_CORE,hybrid_a25,budget,Tired,219,0.4337899543378995,0.4840182648401826,0.0821917808219178
L0_CORE,hybrid_a25,top3,Appetite,219,0.0593607305936073,0.9223744292237442,0.0182648401826484
L0_CORE,hybrid_a25,top3,Concentrating,219,0.1735159817351598,0.7123287671232876,0.1141552511415525
L0_CORE,hybrid_a25,top3,Depressed,219,0.4977168949771689,0.3789954337899543,0.1232876712328767
L0_CORE,hybrid_a25,top3,Failure,219,0.4885844748858447,0.45662100456621,0.0547945205479452
L0_CORE,hybrid_a25,top3,Moving,219,0.1232876712328767,0.8538812785388128,0.0228310502283105
L0_CORE,hybrid_a25,top3,NoInterest,219,0.3013698630136986,0.6575342465753424,0.0410958904109589
L0_CORE,hybrid_a25,top3,Sleep,219,0.5388127853881278,0.410958904109589,0.0502283105022831
L0_CORE,hybrid_a25,top3,Tired,219,0.4337899543378995,0.4748858447488584,0.091324200913242
L0_CORE,hybrid_a25,top5,Appetite,219,0.045662100456621,0.9452054794520548,0.0091324200913242
L0_CORE,hybrid_a25,top5,Concentrating,219,0.182648401826484,0.7168949771689498,0.1004566210045662
L0_CORE,hybrid_a25,top5,Depressed,219,0.4703196347031963,0.3881278538812785,0.1415525114155251
L0_CORE,hybrid_a25,top5,Failure,219,0.4977168949771689,0.4292237442922374,0.0730593607305936
L0_CORE,hybrid_a25,top5,Moving,219,0.0958904109589041,0.8858447488584474,0.0182648401826484
L0_CORE,hybrid_a25,top5,NoInterest,219,0.3150684931506849,0.6484018264840182,0.0365296803652968
L0_CORE,hybrid_a25,top5,Sleep,219,0.502283105022831,0.4429223744292237,0.0547945205479452
L0_CORE,hybrid_a25,top5,Tired,219,0.4155251141552511,0.4703196347031963,0.1141552511415525
L0_CORE,hybrid_a50,budget,Appetite,219,0.045662100456621,0.9406392694063926,0.0136986301369863
L0_CORE,hybrid_a50,budget,Concentrating,219,0.1278538812785388,0.7625570776255708,0.1095890410958904
L0_CORE,hybrid_a50,budget,Depressed,219,0.502283105022831,0.3881278538812785,0.1095890410958904
L0_CORE,hybrid_a50,budget,Failure,219,0.4748858447488584,0.4703196347031963,0.0547945205479452
L0_CORE,hybrid_a50,budget,Moving,219,0.1141552511415525,0.8812785388127854,0.0045662100456621
L0_CORE,hybrid_a50,budget,NoInterest,219,0.2328767123287671,0.7168949771689498,0.0502283105022831
L0_CORE,hybrid_a50,budget,Sleep,219,0.5205479452054794,0.4246575342465753,0.0547945205479452
L0_CORE,hybrid_a50,budget,Tired,219,0.4200913242009132,0.5159817351598174,0.0639269406392694
L0_CORE,hybrid_a50,top3,Appetite,219,0.0547945205479452,0.9315068493150684,0.0136986301369863
L0_CORE,hybrid_a50,top3,Concentrating,219,0.1598173515981735,0.7534246575342466,0.0867579908675799
L0_CORE,hybrid_a50,top3,Depressed,219,0.4748858447488584,0.4292237442922374,0.0958904109589041
L0_CORE,hybrid_a50,top3,Failure,219,0.502283105022831,0.45662100456621,0.0410958904109589
L0_CORE,hybrid_a50,top3,Moving,219,0.0867579908675799,0.8949771689497716,0.0182648401826484
L0_CORE,hybrid_a50,top3,NoInterest,219,0.2602739726027397,0.7077625570776256,0.0319634703196347
L0_CORE,hybrid_a50,top3,Sleep,219,0.5388127853881278,0.4246575342465753,0.0365296803652968
L0_CORE,hybrid_a50,top3,Tired,219,0.4292237442922374,0.4703196347031963,0.1004566210045662
L0_CORE,hybrid_a50,top5,Appetite,219,0.0410958904109589,0.9452054794520548,0.0136986301369863
L0_CORE,hybrid_a50,top5,Concentrating,219,0.1324200913242009,0.7442922374429224,0.1232876712328767
L0_CORE,hybrid_a50,top5,Depressed,219,0.4703196347031963,0.4292237442922374,0.1004566210045662
L0_CORE,hybrid_a50,top5,Failure,219,0.5159817351598174,0.4246575342465753,0.0593607305936073
L0_CORE,hybrid_a50,top5,Moving,219,0.0502283105022831,0.9360730593607306,0.0136986301369863
L0_CORE,hybrid_a50,top5,NoInterest,219,0.2694063926940639,0.6757990867579908,0.0547945205479452
L0_CORE,hybrid_a50,top5,Sleep,219,0.5251141552511416,0.4292237442922374,0.045662100456621
L0_CORE,hybrid_a50,top5,Tired,219,0.3972602739726027,0.4977168949771689,0.1050228310502283
L0_CORE,hybrid_a75,budget,Appetite,219,0.045662100456621,0.9452054794520548,0.0091324200913242
L0_CORE,hybrid_a75,budget,Concentrating,219,0.1461187214611872,0.7853881278538812,0.0684931506849315
L0_CORE,hybrid_a75,budget,Depressed,219,0.4611872146118721,0.4474885844748858,0.091324200913242
L0_CORE,hybrid_a75,budget,Failure,219,0.4429223744292237,0.5159817351598174,0.0410958904109589
L0_CORE,hybrid_a75,budget,Moving,219,0.091324200913242,0.8995433789954338,0.0091324200913242
L0_CORE,hybrid_a75,budget,NoInterest,219,0.2557077625570776,0.7031963470319634,0.0410958904109589
L0_CORE,hybrid_a75,budget,Sleep,219,0.4520547945205479,0.502283105022831,0.045662100456621
L0_CORE,hybrid_a75,budget,Tired,219,0.410958904109589,0.5159817351598174,0.0730593607305936
L0_CORE,hybrid_a75,top3,Appetite,219,0.0547945205479452,0.9269406392694064,0.0182648401826484
L0_CORE,hybrid_a75,top3,Concentrating,219,0.1598173515981735,0.7671232876712328,0.0730593607305936
L0_CORE,hybrid_a75,top3,Depressed,219,0.4840182648401826,0.4292237442922374,0.0867579908675799
L0_CORE,hybrid_a75,top3,Failure,219,0.4794520547945205,0.4657534246575342,0.0547945205479452
L0_CORE,hybrid_a75,top3,Moving,219,0.0684931506849315,0.9269406392694064,0.0045662100456621
L0_CORE,hybrid_a75,top3,NoInterest,219,0.2602739726027397,0.7168949771689498,0.0228310502283105
L0_CORE,hybrid_a75,top3,Sleep,219,0.4794520547945205,0.4840182648401826,0.0365296803652968
L0_CORE,hybrid_a75,top3,Tired,219,0.4018264840182648,0.5068493150684932,0.091324200913242
L0_CORE,hybrid_a75,top5,Appetite,219,0.045662100456621,0.9406392694063926,0.0136986301369863
L0_CORE,hybrid_a75,top5,Concentrating,219,0.1324200913242009,0.776255707762557,0.091324200913242
L0_CORE,hybrid_a75,top5,Depressed,219,0.4611872146118721,0.4474885844748858,0.091324200913242
L0_CORE,hybrid_a75,top5,Failure,219,0.4657534246575342,0.4657534246575342,0.0684931506849315
L0_CORE,hybrid_a75,top5,Moving,219,0.0547945205479452,0.9360730593607306,0.0091324200913242
L0_CORE,hybrid_a75,top5,NoInterest,219,0.2557077625570776,0.7077625570776256,0.0365296803652968
L0_CORE,hybrid_a75,top5,Sleep,219,0.4703196347031963,0.4840182648401826,0.045662100456621
L0_CORE,hybrid_a75,top5,Tired,219,0.410958904109589,0.5296803652968036,0.0593607305936073
L0_CORE,semantic,budget,Appetite,219,0.0547945205479452,0.9406392694063926,0.0045662100456621
L0_CORE,semantic,budget,Concentrating,219,0.136986301369863,0.7945205479452054,0.0684931506849315
L0_CORE,semantic,budget,Depressed,219,0.4246575342465753,0.4794520547945205,0.0958904109589041
L0_CORE,semantic,budget,Failure,219,0.4337899543378995,0.5114155251141552,0.0547945205479452
L0_CORE,semantic,budget,Moving,219,0.0958904109589041,0.8767123287671232,0.0273972602739726
L0_CORE,semantic,budget,NoInterest,219,0.2465753424657534,0.730593607305936,0.0228310502283105
L0_CORE,semantic,budget,Sleep,219,0.5251141552511416,0.4246575342465753,0.0502283105022831
L0_CORE,semantic,budget,Tired,219,0.3835616438356164,0.4931506849315068,0.1232876712328767
L0_CORE,semantic,top3,Appetite,219,0.0639269406392694,0.9178082191780822,0.0182648401826484
L0_CORE,semantic,top3,Concentrating,219,0.1415525114155251,0.7945205479452054,0.0639269406392694
L0_CORE,semantic,top3,Depressed,219,0.4657534246575342,0.4520547945205479,0.0821917808219178
L0_CORE,semantic,top3,Failure,219,0.4703196347031963,0.4794520547945205,0.0502283105022831
L0_CORE,semantic,top3,Moving,219,0.1187214611872146,0.8493150684931506,0.0319634703196347
L0_CORE,semantic,top3,NoInterest,219,0.2648401826484018,0.7077625570776256,0.0273972602739726
L0_CORE,semantic,top3,Sleep,219,0.547945205479452,0.3881278538812785,0.0639269406392694
L0_CORE,semantic,top3,Tired,219,0.4200913242009132,0.4748858447488584,0.1050228310502283
L0_CORE,semantic,top5,Appetite,219,0.0593607305936073,0.9360730593607306,0.0045662100456621
L0_CORE,semantic,top5,Concentrating,219,0.1187214611872146,0.7899543378995434,0.091324200913242
L0_CORE,semantic,top5,Depressed,219,0.4429223744292237,0.4155251141552511,0.1415525114155251
L0_CORE,semantic,top5,Failure,219,0.547945205479452,0.3972602739726027,0.0547945205479452
L0_CORE,semantic,top5,Moving,219,0.1004566210045662,0.867579908675799,0.0319634703196347
L0_CORE,semantic,top5,NoInterest,219,0.2876712328767123,0.680365296803653,0.0319634703196347
L0_CORE,semantic,top5,Sleep,219,0.5068493150684932,0.4337899543378995,0.0593607305936073
L0_CORE,semantic,top5,Tired,219,0.3926940639269406,0.4931506849315068,0.1141552511415525
L1_CORE_LAY,bm25,budget,Appetite,219,0.0365296803652968,0.9497716894977168,0.0136986301369863
L1_CORE_LAY,bm25,budget,Concentrating,219,0.0958904109589041,0.7671232876712328,0.136986301369863
L1_CORE_LAY,bm25,budget,Depressed,219,0.3835616438356164,0.5205479452054794,0.0958904109589041
L1_CORE_LAY,bm25,budget,Failure,219,0.4794520547945205,0.4657534246575342,0.0547945205479452
L1_CORE_LAY,bm25,budget,Moving,219,0.0776255707762557,0.91324200913242,0.0091324200913242
L1_CORE_LAY,bm25,budget,NoInterest,219,0.3013698630136986,0.6621004566210046,0.0365296803652968
L1_CORE_LAY,bm25,budget,Sleep,219,0.5205479452054794,0.4383561643835616,0.0410958904109589
L1_CORE_LAY,bm25,budget,Tired,219,0.3150684931506849,0.6301369863013698,0.0547945205479452
L1_CORE_LAY,bm25,top3,Appetite,219,0.0547945205479452,0.9269406392694064,0.0182648401826484
L1_CORE_LAY,bm25,top3,Concentrating,219,0.0867579908675799,0.7853881278538812,0.1278538812785388
L1_CORE_LAY,bm25,top3,Depressed,219,0.3744292237442922,0.547945205479452,0.0776255707762557
L1_CORE_LAY,bm25,top3,Failure,219,0.4885844748858447,0.4611872146118721,0.0502283105022831
L1_CORE_LAY,bm25,top3,Moving,219,0.0593607305936073,0.9269406392694064,0.0136986301369863
L1_CORE_LAY,bm25,top3,NoInterest,219,0.2831050228310502,0.6575342465753424,0.0593607305936073
L1_CORE_LAY,bm25,top3,Sleep,219,0.5662100456621004,0.3881278538812785,0.045662100456621
L1_CORE_LAY,bm25,top3,Tired,219,0.3287671232876712,0.589041095890411,0.0821917808219178
L1_CORE_LAY,bm25,top5,Appetite,219,0.0502283105022831,0.9406392694063926,0.0091324200913242
L1_CORE_LAY,bm25,top5,Concentrating,219,0.1187214611872146,0.7625570776255708,0.1187214611872146
L1_CORE_LAY,bm25,top5,Depressed,219,0.4063926940639269,0.4657534246575342,0.1278538812785388
L1_CORE_LAY,bm25,top5,Failure,219,0.4931506849315068,0.4474885844748858,0.0593607305936073
L1_CORE_LAY,bm25,top5,Moving,219,0.0821917808219178,0.908675799086758,0.0091324200913242
L1_CORE_LAY,bm25,top5,NoInterest,219,0.2785388127853881,0.6712328767123288,0.0502283105022831
L1_CORE_LAY,bm25,top5,Sleep,219,0.5114155251141552,0.4611872146118721,0.0273972602739726
L1_CORE_LAY,bm25,top5,Tired,219,0.3515981735159817,0.5799086757990868,0.0684931506849315
L1_CORE_LAY,semantic,budget,Appetite,219,0.0684931506849315,0.9315068493150684,0.0
L1_CORE_LAY,semantic,budget,Concentrating,219,0.1004566210045662,0.8264840182648402,0.0730593607305936
L1_CORE_LAY,semantic,budget,Depressed,219,0.4246575342465753,0.4794520547945205,0.0958904109589041
L1_CORE_LAY,semantic,budget,Failure,219,0.4337899543378995,0.54337899543379,0.0228310502283105
L1_CORE_LAY,semantic,budget,Moving,219,0.091324200913242,0.8767123287671232,0.0319634703196347
L1_CORE_LAY,semantic,budget,NoInterest,219,0.2100456621004566,0.7397260273972602,0.0502283105022831
L1_CORE_LAY,semantic,budget,Sleep,219,0.547945205479452,0.3926940639269406,0.0593607305936073
L1_CORE_LAY,semantic,budget,Tired,219,0.410958904109589,0.502283105022831,0.0867579908675799
L1_CORE_LAY,semantic,top3,Appetite,219,0.0730593607305936,0.9178082191780822,0.0091324200913242
L1_CORE_LAY,semantic,top3,Concentrating,219,0.1004566210045662,0.8447488584474886,0.0547945205479452
L1_CORE_LAY,semantic,top3,Depressed,219,0.4474885844748858,0.4520547945205479,0.1004566210045662
L1_CORE_LAY,semantic,top3,Failure,219,0.4611872146118721,0.4840182648401826,0.0547945205479452
L1_CORE_LAY,semantic,top3,Moving,219,0.1278538812785388,0.8356164383561644,0.0365296803652968
L1_CORE_LAY,semantic,top3,NoInterest,219,0.2557077625570776,0.6894977168949772,0.0547945205479452
L1_CORE_LAY,semantic,top3,Sleep,219,0.547945205479452,0.3744292237442922,0.0776255707762557
L1_CORE_LAY,semantic,top3,Tired,219,0.4337899543378995,0.4611872146118721,0.1050228310502283
L1_CORE_LAY,semantic,top5,Appetite,219,0.0410958904109589,0.9452054794520548,0.0136986301369863
L1_CORE_LAY,semantic,top5,Concentrating,219,0.1278538812785388,0.7853881278538812,0.0867579908675799
L1_CORE_LAY,semantic,top5,Depressed,219,0.4292237442922374,0.45662100456621,0.1141552511415525
L1_CORE_LAY,semantic,top5,Failure,219,0.502283105022831,0.4383561643835616,0.0593607305936073
L1_CORE_LAY,semantic,top5,Moving,219,0.1050228310502283,0.8721461187214612,0.0228310502283105
L1_CORE_LAY,semantic,top5,NoInterest,219,0.2237442922374429,0.7031963470319634,0.0730593607305936
L1_CORE_LAY,semantic,top5,Sleep,219,0.5296803652968036,0.4155251141552511,0.0547945205479452
L1_CORE_LAY,semantic,top5,Tired,219,0.3881278538812785,0.4885844748858447,0.1232876712328767
L2_CORE_CLINICAL,bm25,budget,Appetite,212,0.05188679245283019,0.9386792452830188,0.009433962264150943
L2_CORE_CLINICAL,bm25,budget,Concentrating,218,0.12844036697247707,0.7798165137614679,0.09174311926605505
L2_CORE_CLINICAL,bm25,budget,Depressed,209,0.47368421052631576,0.46411483253588515,0.06220095693779904
L2_CORE_CLINICAL,bm25,budget,Failure,219,0.4200913242009132,0.5296803652968036,0.0502283105022831
L2_CORE_CLINICAL,bm25,budget,Moving,219,0.0776255707762557,0.908675799086758,0.0136986301369863
L2_CORE_CLINICAL,bm25,budget,NoInterest,219,0.2557077625570776,0.7214611872146118,0.0228310502283105
L2_CORE_CLINICAL,bm25,budget,Sleep,219,0.54337899543379,0.4155251141552511,0.0410958904109589
L2_CORE_CLINICAL,bm25,budget,Tired,219,0.3881278538812785,0.5707762557077626,0.0410958904109589
L2_CORE_CLINICAL,bm25,top3,Appetite,212,0.06132075471698113,0.9339622641509434,0.0047169811320754715
L2_CORE_CLINICAL,bm25,top3,Concentrating,218,0.13761467889908258,0.7660550458715596,0.0963302752293578
L2_CORE_CLINICAL,bm25,top3,Depressed,209,0.5119617224880383,0.41626794258373206,0.07177033492822966
L2_CORE_CLINICAL,bm25,top3,Failure,219,0.4429223744292237,0.5068493150684932,0.0502283105022831
L2_CORE_CLINICAL,bm25,top3,Moving,219,0.0593607305936073,0.9360730593607306,0.0045662100456621
L2_CORE_CLINICAL,bm25,top3,NoInterest,219,0.2420091324200913,0.726027397260274,0.0319634703196347
L2_CORE_CLINICAL,bm25,top3,Sleep,219,0.5570776255707762,0.4018264840182648,0.0410958904109589
L2_CORE_CLINICAL,bm25,top3,Tired,219,0.3972602739726027,0.5251141552511416,0.0776255707762557
L2_CORE_CLINICAL,bm25,top5,Appetite,212,0.05660377358490566,0.9339622641509434,0.009433962264150943
L2_CORE_CLINICAL,bm25,top5,Concentrating,218,0.14220183486238533,0.7477064220183486,0.11009174311926606
L2_CORE_CLINICAL,bm25,top5,Depressed,209,0.48325358851674644,0.4449760765550239,0.07177033492822966
L2_CORE_CLINICAL,bm25,top5,Failure,219,0.4611872146118721,0.4748858447488584,0.0639269406392694
L2_CORE_CLINICAL,bm25,top5,Moving,219,0.0502283105022831,0.9315068493150684,0.0182648401826484
L2_CORE_CLINICAL,bm25,top5,NoInterest,219,0.2420091324200913,0.726027397260274,0.0319634703196347
L2_CORE_CLINICAL,bm25,top5,Sleep,219,0.5388127853881278,0.4246575342465753,0.0365296803652968
L2_CORE_CLINICAL,bm25,top5,Tired,219,0.3835616438356164,0.5844748858447488,0.0319634703196347
L2_CORE_CLINICAL,semantic,budget,Appetite,219,0.0365296803652968,0.954337899543379,0.0091324200913242
L2_CORE_CLINICAL,semantic,budget,Concentrating,219,0.136986301369863,0.8082191780821918,0.0547945205479452
L2_CORE_CLINICAL,semantic,budget,Depressed,219,0.4337899543378995,0.4748858447488584,0.091324200913242
L2_CORE_CLINICAL,semantic,budget,Failure,219,0.4474885844748858,0.5159817351598174,0.0365296803652968
L2_CORE_CLINICAL,semantic,budget,Moving,219,0.0821917808219178,0.8949771689497716,0.0228310502283105
L2_CORE_CLINICAL,semantic,budget,NoInterest,219,0.2146118721461187,0.7214611872146118,0.0639269406392694
L2_CORE_CLINICAL,semantic,budget,Sleep,219,0.5159817351598174,0.4246575342465753,0.0593607305936073
L2_CORE_CLINICAL,semantic,budget,Tired,219,0.3972602739726027,0.5068493150684932,0.0958904109589041
L2_CORE_CLINICAL,semantic,top3,Appetite,219,0.0547945205479452,0.9360730593607306,0.0091324200913242
L2_CORE_CLINICAL,semantic,top3,Concentrating,219,0.1415525114155251,0.7945205479452054,0.0639269406392694
L2_CORE_CLINICAL,semantic,top3,Depressed,219,0.4337899543378995,0.4977168949771689,0.0684931506849315
L2_CORE_CLINICAL,semantic,top3,Failure,219,0.4794520547945205,0.45662100456621,0.0639269406392694
L2_CORE_CLINICAL,semantic,top3,Moving,219,0.0821917808219178,0.8812785388127854,0.0365296803652968
L2_CORE_CLINICAL,semantic,top3,NoInterest,219,0.228310502283105,0.726027397260274,0.045662100456621
L2_CORE_CLINICAL,semantic,top3,Sleep,219,0.5296803652968036,0.410958904109589,0.0593607305936073
L2_CORE_CLINICAL,semantic,top3,Tired,219,0.410958904109589,0.4748858447488584,0.1141552511415525
L2_CORE_CLINICAL,semantic,top5,Appetite,219,0.0502283105022831,0.9315068493150684,0.0182648401826484
L2_CORE_CLINICAL,semantic,top5,Concentrating,219,0.1050228310502283,0.8082191780821918,0.0867579908675799
L2_CORE_CLINICAL,semantic,top5,Depressed,219,0.4520547945205479,0.4520547945205479,0.0958904109589041
L2_CORE_CLINICAL,semantic,top5,Failure,219,0.5251141552511416,0.4292237442922374,0.045662100456621
L2_CORE_CLINICAL,semantic,top5,Moving,219,0.0639269406392694,0.9041095890410958,0.0319634703196347
L2_CORE_CLINICAL,semantic,top5,NoInterest,219,0.2557077625570776,0.6940639269406392,0.0502283105022831
L2_CORE_CLINICAL,semantic,top5,Sleep,219,0.4931506849315068,0.45662100456621,0.0502283105022831
L2_CORE_CLINICAL,semantic,top5,Tired,219,0.3881278538812785,0.5159817351598174,0.0958904109589041
L3_FULL,bm25,budget,Appetite,219,0.045662100456621,0.9452054794520548,0.0091324200913242
L3_FULL,bm25,budget,Concentrating,219,0.1004566210045662,0.7579908675799086,0.1415525114155251
L3_FULL,bm25,budget,Depressed,219,0.4018264840182648,0.5068493150684932,0.091324200913242
L3_FULL,bm25,budget,Failure,219,0.4931506849315068,0.4520547945205479,0.0547945205479452
L3_FULL,bm25,budget,Moving,219,0.0821917808219178,0.908675799086758,0.0091324200913242
L3_FULL,bm25,budget,NoInterest,219,0.2968036529680365,0.6621004566210046,0.0410958904109589
L3_FULL,bm25,budget,Sleep,219,0.5616438356164384,0.3926940639269406,0.045662100456621
L3_FULL,bm25,budget,Tired,219,0.3470319634703196,0.5981735159817352,0.0547945205479452
L3_FULL,bm25,top3,Appetite,219,0.0639269406392694,0.9269406392694064,0.0091324200913242
L3_FULL,bm25,top3,Concentrating,219,0.1095890410958904,0.7625570776255708,0.1278538812785388
L3_FULL,bm25,top3,Depressed,219,0.410958904109589,0.4977168949771689,0.091324200913242
L3_FULL,bm25,top3,Failure,219,0.5068493150684932,0.4429223744292237,0.0502283105022831
L3_FULL,bm25,top3,Moving,219,0.0547945205479452,0.9269406392694064,0.0182648401826484
L3_FULL,bm25,top3,NoInterest,219,0.3013698630136986,0.6438356164383562,0.0547945205479452
L3_FULL,bm25,top3,Sleep,219,0.5662100456621004,0.4018264840182648,0.0319634703196347
L3_FULL,bm25,top3,Tired,219,0.3150684931506849,0.6118721461187214,0.0730593607305936
L3_FULL,bm25,top5,Appetite,219,0.0502283105022831,0.9360730593607306,0.0136986301369863
L3_FULL,bm25,top5,Concentrating,219,0.1095890410958904,0.776255707762557,0.1141552511415525
L3_FULL,bm25,top5,Depressed,219,0.4429223744292237,0.4474885844748858,0.1095890410958904
L3_FULL,bm25,top5,Failure,219,0.502283105022831,0.4429223744292237,0.0547945205479452
L3_FULL,bm25,top5,Moving,219,0.0821917808219178,0.91324200913242,0.0045662100456621
L3_FULL,bm25,top5,NoInterest,219,0.2648401826484018,0.6757990867579908,0.0593607305936073
L3_FULL,bm25,top5,Sleep,219,0.5068493150684932,0.4429223744292237,0.0502283105022831
L3_FULL,bm25,top5,Tired,219,0.3561643835616438,0.5753424657534246,0.0684931506849315
L3_FULL,semantic,budget,Appetite,219,0.0547945205479452,0.9452054794520548,0.0
L3_FULL,semantic,budget,Concentrating,219,0.091324200913242,0.8356164383561644,0.0730593607305936
L3_FULL,semantic,budget,Depressed,219,0.4018264840182648,0.4977168949771689,0.1004566210045662
L3_FULL,semantic,budget,Failure,219,0.4429223744292237,0.5205479452054794,0.0365296803652968
L3_FULL,semantic,budget,Moving,219,0.091324200913242,0.8858447488584474,0.0228310502283105
L3_FULL,semantic,budget,NoInterest,219,0.2146118721461187,0.7123287671232876,0.0730593607305936
L3_FULL,semantic,budget,Sleep,219,0.5251141552511416,0.410958904109589,0.0639269406392694
L3_FULL,semantic,budget,Tired,219,0.3835616438356164,0.5342465753424658,0.0821917808219178
L3_FULL,semantic,top3,Appetite,219,0.0684931506849315,0.9223744292237442,0.0091324200913242
L3_FULL,semantic,top3,Concentrating,219,0.1095890410958904,0.821917808219178,0.0684931506849315
L3_FULL,semantic,top3,Depressed,219,0.4292237442922374,0.4794520547945205,0.091324200913242
L3_FULL,semantic,top3,Failure,219,0.4748858447488584,0.4748858447488584,0.0502283105022831
L3_FULL,semantic,top3,Moving,219,0.0730593607305936,0.8904109589041096,0.0365296803652968
L3_FULL,semantic,top3,NoInterest,219,0.2511415525114155,0.680365296803653,0.0684931506849315
L3_FULL,semantic,top3,Sleep,219,0.547945205479452,0.3835616438356164,0.0684931506849315
L3_FULL,semantic,top3,Tired,219,0.4246575342465753,0.4840182648401826,0.091324200913242
L3_FULL,semantic,top5,Appetite,219,0.0547945205479452,0.9269406392694064,0.0182648401826484
L3_FULL,semantic,top5,Concentrating,219,0.1141552511415525,0.7990867579908676,0.0867579908675799
L3_FULL,semantic,top5,Depressed,219,0.4474885844748858,0.4657534246575342,0.0867579908675799
L3_FULL,semantic,top5,Failure,219,0.4977168949771689,0.4611872146118721,0.0410958904109589
L3_FULL,semantic,top5,Moving,219,0.0730593607305936,0.9041095890410958,0.0228310502283105
L3_FULL,semantic,top5,NoInterest,219,0.2557077625570776,0.6940639269406392,0.0502283105022831
L3_FULL,semantic,top5,Sleep,219,0.502283105022831,0.4383561643835616,0.0593607305936073
L3_FULL,semantic,top5,Tired,219,0.410958904109589,0.4794520547945205,0.1095890410958904
